"user_id","event_id","billing_promoter_tier","in_library","is_exclusive","is_primary","is_allocation","has_deal","label","total_candidates"
"60ba6ee3a357c4000196a7b1","63486cf784e7a00001e3b8b3",pro,true,true,false,false,true,bronze,1
"60c7acc37a2c410001aa4209","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"60c7e0d87a2c410001aa54c7","6348adc2707f42000166df1d",core,true,true,false,false,true,bronze,1
"60cb2493a24bf50001dc1f1a","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"60d1ee3fec6bf80001549c0d","634e1250c848d40001cd166e",max,true,false,true,false,true,gold,1
"60d5cf74f4a96c0001850837","63495491aa5fa500018555e9",pro,true,true,false,false,true,bronze,1
"60d5e07ca84be50001960afe","634d80639a1c7a0001f4f0db",pro,true,true,false,false,true,bronze,1
"60d92c8ca84be50001974915","6346f2183ab4d300016a7f8f",max,true,true,false,false,true,gold_plus,1
"60e42f009bde1e00011c6fcf","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"60f1752146b02e000122300f","6347ecb9d1f70f000138f516",pro,true,false,true,false,true,bronze,1
"60f87250d5e17f0001c47ceb","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
